race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,2.55,59.7,40.3,Toss-up,-12.1,3.9,-13.45,16.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.37,40.41,3,9.96,0.15,51.28,48.72,0.0,597075,567379,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.72,0.0,100.0,Safe R,-36.28,3.9,-37.52,-8.2,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.14,72.86,0.0,171936,461607,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.33,95.2,4.8,Safe D,12.91,3.9,11.14,6.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.66,41.34,0.0,2319981,1634755,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-15.07,7.4,92.6,Likely R,-16.26,3.9,-16.41,1.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.46,57.54,0.0,394626,534688,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,30.16,99.8,0.2,Safe D,27.69,3.9,25.91,4.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.63,30.21,5,22.42,0.194,65.08,34.92,0.0,1582461,849106,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.98,100.0,0.0,Safe D,30.41,3.9,29.51,5.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,67.49,32.51,0.0,1435433,691401,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,9.44,81.8,18.2,Likely D,7.49,3.9,7.09,2.36,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,54.72,45.28,0.0,318464,263499,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.09,83.4,16.6,Likely D,-0.36,3.9,-1.44,11.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.51,31.31,13,4.199999999999999,0.268,55.05,44.95,0.0,2182213,1782049,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Lisa Demuth,DEM,REP,,DEM,8.7,79.8,20.2,Likely D,4.94,3.9,4.34,4.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.55,34.74,3,16.809999999999995,0.15,54.35,45.65,0.0,1237927,1039817,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-18.65,3.7,96.3,Safe R,-20.75,3.9,-20.84,2.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-5.0,0.15,40.68,59.32,0.0,269688,393323,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-13.03,10.6,89.4,Likely R,3.66,3.9,2.82,-15.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.39,46.66,5,-9.269999999999996,0.194,43.48,56.52,0.0,251481,326851,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,7.22,75.6,24.4,Likely D,7.45,3.9,6.14,1.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,53.61,46.39,0.0,346513,299864,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,3.92,64.7,35.3,Lean D,-1.54,3.9,-3.15,7.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.4,33.9,4,3.5,0.175,51.96,48.04,0.0,539912,499155,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.14,89.6,10.4,Likely D,15.38,3.9,12.68,0.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.22,34.39,20,15.829999999999998,0.292,56.57,43.43,0.0,3288795,2524704,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-5.9,28.6,71.4,Lean R,-10.26,3.9,-11.31,5.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.54,47.28,12,-0.740000000000002,0.262,47.05,52.95,0.0,1898654,2136858,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.87,0.1,99.9,Safe R,-34.68,3.9,-34.95,2.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,33.57,66.43,0.0,367958,728265,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.33,69.5,30.5,Lean D,15.34,3.9,14.89,-9.57,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.33,37.33,1,7.0,0.15,52.66,47.34,0.0,827747,744027,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,14.7,92.1,7.9,Likely D,-0.87,3.9,-1.75,16.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.83,35.5,5,19.33,0.194,57.35,42.65,0.0,2823730,2099887,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,19.99,97.2,2.8,Safe D,15.7,3.9,14.16,5.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,30.5,15.5,1,15.0,0.15,60.0,40.0,0.0,215598,143750,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.44,9.9,90.1,Likely R,-16.63,3.9,-18.12,4.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,43.28,56.72,0.0,771946,1011752,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-28.08,0.4,99.6,Safe R,-29.31,3.9,-29.98,1.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,35.96,64.04,0.0,107334,191139,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-22.36,1.6,98.4,Safe R,-28.63,3.9,-30.12,7.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,27.02,50.99,3,-23.970000000000002,0.15,38.82,61.18,0.0,832628,1312132,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-8.71,20.2,79.8,Likely R,-12.03,3.9,-13.88,5.17,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.67,46.0,7,-6.329999999999998,0.223,45.65,54.35,0.0,3643961,4339208,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-27.09,0.5,99.5,Safe R,33.5,3.9,32.77,-59.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.46,63.54,0.0,94274,164321,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,6.77,74.2,25.8,Lean D,-0.25,3.9,-0.87,7.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.01,41.55,5,0.46000000000000085,0.194,53.39,46.61,0.0,1279142,1116901,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-41.5,0.0,100.0,Safe R,-46.63,3.9,-46.96,5.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,29.25,70.75,0.0,55085,133248,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-2.6,43.8,56.2,Toss-up,-11.45,3.9,-13.8,11.19,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,50.5,45.07,9,5.43,0.242,47.92,50.48,1.6,113305,119358,3783,0,236446
AL-SEN,senate,AL,SEN,Dakarai Larriett,Barry Moore,DEM,REP,,REP,-23.68,1.2,98.8,Safe R,-27.56,3.9,-30.88,7.2,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38.16,61.84,0.0,605063,980500,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.38,0.4,99.6,Safe R,-29.54,3.9,-31.57,4.19,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-22.0,0.15,36.31,63.69,0.0,304808,534649,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,21.16,97.9,2.1,Safe D,13.72,3.9,11.29,9.87,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,60.58,39.42,0.0,1353959,880962,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,20.61,97.6,2.4,Safe D,15.61,3.9,14.84,5.77,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,60.31,39.69,0.0,215624,141919,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.02,28.2,71.8,Lean R,-8.61,3.9,-13.22,7.2,False,False,,,0.0,0.0,,,0.0,projected,confirmed,38.49,46.64,8,-8.149999999999999,0.233,46.99,53.01,0.0,3597024,4057802,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,7.85,77.4,22.6,Likely D,-1.82,3.9,-2.21,10.06,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.84,42.98,12,5.8600000000000065,0.262,53.93,46.07,0.0,1981784,1693263,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-4.8,32.3,67.7,Lean R,-8.1,3.9,-13.45,8.65,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,44.87,45.11,5,-0.240000000000002,0.194,46.35,51.02,2.63,539716,594113,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-38.38,0.0,100.0,Safe R,-38.33,3.9,-37.52,-0.85,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,30.81,69.19,0.0,195197,438345,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.37,96.1,3.9,Safe D,14.46,3.9,11.14,7.23,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,59.18,40.82,0.0,2340601,1614135,0,0,3954737
KS-SEN,senate,KS,SEN,Kansas Democrat,Roger Marshall,DEM,REP,REP,REP,-12.88,10.8,89.2,Likely R,-15.93,3.9,-16.41,3.53,False,False,,,0.0,0.0,,,0.0,projected,confirmed,45.45,52.12,2,-6.669999999999995,0.15,43.56,56.44,0.0,404806,524507,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-29.07,0.3,99.7,Safe R,-30.03,3.9,-31.03,1.95,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.6,47.4,1,-9.799999999999997,0.15,35.46,64.54,0.0,514979,937190,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-25.09,0.8,99.2,Safe R,-21.33,3.9,-22.36,-2.73,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37.46,62.54,0.0,526205,878677,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.41,99.9,0.1,Safe D,28.75,3.9,25.91,6.5,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,55.76,27.94,6,27.819999999999997,0.21,66.21,33.79,0.0,1609823,821745,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-1.07,47.8,52.2,Toss-up,8.08,3.9,7.09,-8.16,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,46.5,42.28,15,4.219999999999999,0.276,48.97,50.03,1.0,284986,291157,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,4.61,67.1,32.9,Lean D,2.52,3.9,-1.44,6.05,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,44.26,42.9,8,1.3599999999999994,0.233,52.3,47.7,0.0,2073483,1890778,0,0,3964262
MN-SEN,senate,MN,SEN,Angie Craig,Minnesota Republican,DEM,REP,,DEM,8.11,78.2,21.8,Likely D,6.02,3.9,4.34,3.77,False,False,,,0.0,0.0,,,0.0,projected,projected,46.85,40.43,4,6.420000000000002,0.175,54.06,45.94,0.0,1231282,1046462,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.82,9.2,90.8,Likely R,-21.5,3.9,-23.15,9.33,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,39.0,42.0,1,-3.0,0.15,43.09,56.91,0.0,370415,489190,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-27.35,0.0,93.0,Safe R,-19.79,3.9,-20.58,-6.77,False,True,IND,Seth Bodnar,28.25,7.0,,,0.0,projected,confirmed,19.0,43.0,1,-24.0,0.15,12.5,55.59,3.66,52747,234651,15448,119228,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,4.08,65.2,34.8,Lean D,-2.64,3.9,-3.27,7.35,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,49.32,39.79,18,9.530000000000001,0.286,51.07,47.06,1.87,2036266,1876636,74566,0,3987467
NE-SEN,senate,NE,SEN,Cindy Burbank,Pete Ricketts,DEM,REP,REP,REP,-10.86,26.0,74.0,Lean R,-20.2,3.9,-20.84,9.98,False,True,IND,Dan Osborn,41.34,26.0,,,0.0,projected,confirmed,47.0,48.0,2,-1.0,0.15,6.46,52.2,0.0,42841,346087,0,274083,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,6.32,72.8,27.2,Lean D,-0.3,3.9,2.82,3.5,False,False,,,0.0,0.0,,,0.0,presumptive,projected,47.71,40.8,15,6.910000000000004,0.276,53.16,46.84,0.0,307432,270900,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,14.3,91.5,8.5,Likely D,8.13,3.9,5.63,8.68,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,57.15,42.85,0.0,1665214,1248472,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,15.54,93.2,6.8,Likely D,7.72,3.9,6.14,9.4,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,57.77,42.23,0.0,373405,272972,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-4.08,34.8,65.2,Lean R,-8.91,3.9,-11.31,7.23,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.74,49.34,10,-2.6000000000000014,0.25,47.21,51.22,1.57,1905009,2067145,63358,0,4035512
OK-SEN,senate,OK,SEN,Oklahoma Democrat,Markwayne Mullin,DEM,REP,REP,REP,-26.17,0.6,99.4,Safe R,-34.16,3.9,-34.95,8.77,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,36.91,63.09,0.0,404645,691578,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,17.59,95.4,4.6,Safe D,12.95,3.9,14.89,2.7,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,58.8,41.2,0.0,924140,647634,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,22.33,98.4,1.6,Safe D,17.16,3.9,14.16,8.17,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,61.17,38.83,0.0,219800,139548,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-8.59,20.5,79.5,Likely R,-15.46,3.9,-18.12,9.53,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,40.74,45.46,2,-4.719999999999999,0.15,44.85,53.28,1.87,799984,950358,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-29.28,0.2,99.8,Safe R,-28.83,3.9,-29.98,0.7,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,31.8,49.29,2,-17.49,0.15,35.36,64.64,0.0,105546,192927,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-30.12,0.2,99.8,Safe R,-26.69,3.9,-30.12,0.0,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,34.94,65.06,0.0,749389,1395370,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-0.54,47.9,52.1,Toss-up,-10.73,3.9,-13.88,13.34,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,42.67,39.04,16,3.6300000000000026,0.28,48.73,49.26,2.01,3890287,3932421,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Virginia Republican,DEM,REP,DEM,DEM,12.37,88.2,11.8,Likely D,6.87,3.9,5.89,6.48,False,False,,,0.0,0.0,,,0.0,confirmed,projected,45.0,38.0,1,7.0,0.15,56.19,43.81,0.0,1771130,1381172,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-41.62,0.0,100.0,Safe R,-41.99,3.9,-42.69,1.07,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,29.19,70.81,0.0,155782,377891,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-42.64,0.0,100.0,Safe R,-45.26,3.9,-46.96,4.31,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,28.68,71.32,0.0,54010,134323,0,0,188334
AK-01,house,AK,01,Mary Peltola,Nick Begich III,DEM,REP,REP,REP,-5.39,38.8,61.2,Lean R,-9.55,3.9,-13.8,8.41,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,24.87,45.28,5,-20.41,0.194,46.55,51.85,1.6,110063,122600,3783,0,236446
AL-01,house,AL,01,Democratic candidate (AL-01),Republican candidate (AL-01),DEM,REP,REP,REP,-30.61,0.2,99.8,Safe R,-31.72,3.9,-36.34,5.74,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,34.7,65.3,0.0,79679,149970,0,0,229648
AL-02,house,AL,02,Democratic candidate (AL-02),Republican candidate (AL-02),DEM,REP,REP,REP,-8.27,21.4,78.6,Likely R,-9.93,3.9,-14.46,6.2,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,45.87,54.13,0.0,94128,111094,0,0,205222
AL-03,house,AL,03,Democratic candidate (AL-03),Republican candidate (AL-03),DEM,REP,REP,REP,-41.46,0.0,100.0,Safe R,-42.48,3.9,-47.04,5.57,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,29.27,70.73,0.0,64825,156662,0,0,221487
AL-04,house,AL,04,Democratic candidate (AL-04),Republican candidate (AL-04),DEM,REP,REP,REP,-61.78,0.0,100.0,Safe R,-62.67,3.9,-66.99,5.21,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,19.11,80.89,0.0,43324,183379,0,0,226703
AL-05,house,AL,05,Democratic candidate (AL-05),Republican candidate (AL-05),DEM,REP,REP,REP,-25.03,0.8,99.2,Safe R,-26.14,3.9,-29.51,4.48,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37.48,62.52,0.0,92782,154738,0,0,247520
AL-06,house,AL,06,Democratic candidate (AL-06),Republican candidate (AL-06),DEM,REP,REP,REP,-30.51,0.2,99.8,Safe R,-31.65,3.9,-34.79,4.28,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,34.74,65.26,0.0,84996,159635,0,0,244631
AL-07,house,AL,07,Democratic candidate (AL-07),Republican candidate (AL-07),DEM,REP,DEM,DEM,27.79,99.6,0.4,Safe D,22.46,3.9,17.99,9.8,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,63.89,36.11,0.0,134401,75951,0,0,210352
AR-01,house,AR,01,Democratic candidate (AR-01),Republican candidate (AR-01),DEM,REP,REP,REP,-42.17,0.0,100.0,Safe R,-43.05,3.9,-46.4,4.23,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,28.92,71.08,0.0,56625,139200,0,0,195826
AR-02,house,AR,02,Democratic candidate (AR-02),Republican candidate (AR-02),DEM,REP,REP,REP,-12.63,11.3,88.7,Likely R,-13.82,3.9,-16.22,3.58,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,43.68,56.32,0.0,98494,126982,0,0,225476
AR-03,house,AR,03,Democratic candidate (AR-03),Republican candidate (AR-03),DEM,REP,REP,REP,-22.44,1.6,98.4,Safe R,-23.98,3.9,-25.81,3.37,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38.78,61.22,0.0,85934,135663,0,0,221598
AR-04,house,AR,04,Democratic candidate (AR-04),Republican candidate (AR-04),DEM,REP,REP,REP,-36.16,0.0,100.0,Safe R,-37.42,3.9,-40.73,4.57,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,31.92,68.08,0.0,62742,133815,0,0,196558
AZ-01,house,AZ,01,Democratic candidate (AZ-01),Republican candidate (AZ-01),DEM,REP,REP,REP,2.7,60.2,39.8,Lean D,0.89,3.9,-3.14,5.84,False,False,LIB,,0.0,0.0,,,0.0,projected,projected,42.79,41.59,2,1.1999999999999957,0.15,50.39,47.73,1.88,158976,150606,5932,0,315514
AZ-02,house,AZ,02,Democratic candidate (AZ-02),Republican candidate (AZ-02),DEM,REP,REP,REP,-9.43,18.3,81.7,Likely R,-10.33,3.9,-15.12,5.69,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,45.28,54.72,0.0,132018,159516,0,0,291534
AZ-03,house,AZ,03,Democratic candidate (AZ-03),Republican candidate (AZ-03),DEM,REP,DEM,DEM,56.15,100.0,0.0,Safe D,46.37,3.9,40.31,15.84,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,78.07,21.93,0.0,116529,32726,0,0,149255
AZ-04,house,AZ,04,Democratic candidate (AZ-04),Republican candidate (AZ-04),DEM,REP,DEM,DEM,16.44,94.3,5.7,Likely D,10.47,3.9,6.76,9.68,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,58.22,41.78,0.0,141626,101628,0,0,243254
AZ-05,house,AZ,05,Democratic candidate (AZ-05),Republican candidate (AZ-05),DEM,REP,REP,REP,-14.58,8.1,91.9,Likely R,-16.42,3.9,-20.19,5.61,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,42.71,57.29,0.0,133049,178468,0,0,311518
