date,state,chamber,dem_control_prob,proj_dem_mean,proj_control
2026-01-01,UT,Senate,0.0003,6.8,R
2026-01-01,VT,House,0.9497,103.9,D
2026-01-01,VT,Senate,0.9814,21.9,D
2026-01-01,WA,House,0.9306,63.0,D
2026-01-01,WA,Senate,0.9796,29.8,D
2026-01-01,WI,Assembly,0.4829,49.4,R
2026-01-01,WI,Senate,0.7817,18.2,D
2026-01-01,WV,House of Delegates,0.0027,13.2,R
2026-01-01,WV,Senate,0.0,2.2,R
2026-01-01,WY,House,0.0041,7.6,R
2026-01-01,WY,Senate,0.0,2.6,R
2026-01-02,AK,House,0.0714,16.1,Coalition
2026-01-02,AK,Senate,0.0321,8.8,Coalition
2026-01-02,AL,House,0.0147,30.1,R
2026-01-02,AL,Senate,0.0069,8.9,R
2026-01-02,AR,House,0.0103,23.3,R
2026-01-02,AR,Senate,0.0004,6.6,R
2026-01-02,AZ,House,0.411,29.9,R
2026-01-02,AZ,Senate,0.4794,15.6,R
2026-01-02,CA,Assembly,0.982,60.8,D
2026-01-02,CA,Senate,0.9978,30.6,D
2026-01-02,CO,House,0.9431,45.1,D
2026-01-02,CO,Senate,0.9679,23.2,D
2026-01-02,CT,House,0.9219,114.4,D
2026-01-02,CT,Senate,0.8734,26.6,D
2026-01-02,DE,House,0.9467,30.4,D
2026-01-02,DE,Senate,0.9894,15.3,D
2026-01-02,FL,House,0.1933,47.5,R
2026-01-02,FL,Senate,0.0262,13.5,R
2026-01-02,GA,House,0.3358,87.2,R
2026-01-02,GA,Senate,0.1919,25.1,R
2026-01-02,HI,House,0.9945,43.8,D
2026-01-02,HI,Senate,0.9999,21.9,D
2026-01-02,IA,House,0.2008,41.1,R
2026-01-02,IA,Senate,0.0133,19.0,R
2026-01-02,ID,House,0.0027,11.2,R
2026-01-02,ID,Senate,0.0019,6.0,R
2026-01-02,IL,House,0.962,79.8,D
2026-01-02,IL,Senate,0.993,41.9,D
2026-01-02,IN,House,0.0431,33.2,R
2026-01-02,IN,Senate,0.0045,11.9,R
2026-01-02,KS,House,0.0826,45.2,R
2026-01-02,KY,House,0.011,22.0,R
2026-01-02,KY,Senate,0.0008,7.0,R
2026-01-02,MA,House,0.9951,136.4,D
2026-01-02,MA,Senate,0.9933,34.2,D
2026-01-02,MD,House of Delegates,0.9943,104.8,D
2026-01-02,MD,Senate,0.9919,35.3,D
2026-01-02,ME,House,0.6137,81.5,D
2026-01-02,ME,Senate,0.784,21.3,D
2026-01-02,MI,House,0.5142,57.0,D
2026-01-02,MI,Senate,0.5452,20.4,D
2026-01-02,MN,House,0.6553,73.5,D
2026-01-02,MN,Senate,0.6614,36.7,D
2026-01-02,MO,House,0.0543,58.8,R
2026-01-02,MO,Senate,0.0025,11.4,R
2026-01-02,MT,House,0.12,39.3,R
2026-01-02,MT,Senate,0.0242,18.9,R
2026-01-02,NC,House,0.3215,56.5,R
2026-01-02,NC,Senate,0.2481,22.7,R
2026-01-02,ND,House,0.0,10.3,R
2026-01-02,ND,Senate,0.0,6.1,R
2026-01-02,NE,Legislature,0.0084,17.5,R
2026-01-02,NH,House,0.5617,209.7,D
2026-01-02,NH,Senate,0.3205,10.9,R
2026-01-02,NM,House,0.9151,44.5,D
2026-01-02,NV,Assembly,0.8271,26.8,D
2026-01-02,NV,Senate,0.8983,12.6,D
2026-01-02,NY,Assembly,0.9591,105.0,D
2026-01-02,NY,Senate,0.9357,43.1,D
2026-01-02,OH,House,0.1403,38.8,R
2026-01-02,OH,Senate,0.0149,11.0,R
2026-01-02,OK,House,0.006,20.0,R
2026-01-02,OK,Senate,0.0,8.5,R
2026-01-02,OR,House,0.8894,37.8,D
2026-01-02,OR,Senate,0.9139,18.8,D
2026-01-02,PA,House,0.6385,107.0,D
2026-01-02,PA,Senate,0.2223,23.3,R
2026-01-02,RI,House,0.9292,58.3,D
2026-01-02,RI,Senate,0.9375,30.2,D
2026-01-02,SC,House,0.0776,42.6,R
2026-01-02,SD,House,0.0085,7.1,R
2026-01-02,SD,Senate,0.0069,4.2,R
2026-01-02,TN,House,0.0104,26.0,R
2026-01-02,TN,Senate,0.0009,6.6,R
2026-01-02,TX,House,0.2791,69.0,R
2026-01-02,TX,Senate,0.0617,12.2,R
2026-01-02,UT,House,0.0175,18.1,R
2026-01-02,UT,Senate,0.0003,6.8,R
2026-01-02,VT,House,0.95,103.9,D
2026-01-02,VT,Senate,0.9816,21.9,D
2026-01-02,WA,House,0.9311,63.0,D
2026-01-02,WA,Senate,0.9796,29.8,D
2026-01-02,WI,Assembly,0.4826,49.4,R
2026-01-02,WI,Senate,0.7817,18.2,D
2026-01-02,WV,House of Delegates,0.0027,13.2,R
2026-01-02,WV,Senate,0.0,2.2,R
2026-01-02,WY,House,0.0041,7.6,R
2026-01-02,WY,Senate,0.0,2.6,R
2026-01-03,AK,House,0.0709,16.1,Coalition
2026-01-03,AK,Senate,0.0318,8.8,Coalition
2026-01-03,AL,House,0.0147,30.1,R
2026-01-03,AL,Senate,0.0069,8.9,R
2026-01-03,AR,House,0.0102,23.3,R
2026-01-03,AR,Senate,0.0004,6.6,R
2026-01-03,AZ,House,0.4108,29.9,R
2026-01-03,AZ,Senate,0.479,15.6,R
2026-01-03,CA,Assembly,0.9821,60.8,D
2026-01-03,CA,Senate,0.9978,30.6,D
2026-01-03,CO,House,0.9434,45.1,D
2026-01-03,CO,Senate,0.9679,23.2,D
2026-01-03,CT,House,0.9222,114.4,D
2026-01-03,CT,Senate,0.8736,26.6,D
2026-01-03,DE,House,0.9469,30.4,D
2026-01-03,DE,Senate,0.9895,15.4,D
2026-01-03,FL,House,0.1928,47.4,R
2026-01-03,FL,Senate,0.026,13.5,R
2026-01-03,GA,House,0.3351,87.2,R
2026-01-03,GA,Senate,0.1914,25.1,R
2026-01-03,HI,House,0.9945,43.8,D
2026-01-03,HI,Senate,0.9999,21.9,D
2026-01-03,IA,House,0.2003,41.1,R
2026-01-03,IA,Senate,0.0133,19.0,R
2026-01-03,ID,House,0.0027,11.2,R
2026-01-03,ID,Senate,0.0019,6.0,R
2026-01-03,IL,House,0.962,79.8,D
2026-01-03,IL,Senate,0.993,41.9,D
2026-01-03,IN,House,0.043,33.2,R
2026-01-03,IN,Senate,0.0045,11.9,R
2026-01-03,KS,House,0.082,45.2,R
2026-01-03,KY,House,0.0109,22.0,R
2026-01-03,KY,Senate,0.0008,7.0,R
2026-01-03,MA,House,0.9951,136.4,D
2026-01-03,MA,Senate,0.9933,34.2,D
2026-01-03,MD,House of Delegates,0.9943,104.8,D
2026-01-03,MD,Senate,0.9919,35.3,D
2026-01-03,ME,House,0.6136,81.5,D
2026-01-03,ME,Senate,0.7839,21.3,D
2026-01-03,MI,House,0.5139,57.0,D
2026-01-03,MI,Senate,0.545,20.4,D
2026-01-03,MN,House,0.6553,73.5,D
2026-01-03,MN,Senate,0.6616,36.7,D
2026-01-03,MO,House,0.054,58.8,R
2026-01-03,MO,Senate,0.0025,11.4,R
2026-01-03,MT,House,0.1209,39.4,R
2026-01-03,MT,Senate,0.0244,18.9,R
2026-01-03,NC,House,0.3215,56.5,R
2026-01-03,NC,Senate,0.2471,22.7,R
2026-01-03,ND,House,0.0,10.3,R
2026-01-03,ND,Senate,0.0,6.1,R
2026-01-03,NE,Legislature,0.0084,17.5,R
2026-01-03,NH,House,0.5619,209.6,D
2026-01-03,NH,Senate,0.32,10.9,R
2026-01-03,NM,House,0.9153,44.5,D
2026-01-03,NV,Assembly,0.8275,26.8,D
2026-01-03,NV,Senate,0.8987,12.6,D
2026-01-03,NY,Assembly,0.9591,105.0,D
2026-01-03,NY,Senate,0.9362,43.1,D
2026-01-03,OH,House,0.1403,38.8,R
2026-01-03,OH,Senate,0.0148,11.0,R
2026-01-03,OK,House,0.006,20.0,R
2026-01-03,OK,Senate,0.0,8.5,R
2026-01-03,OR,House,0.8895,37.8,D
2026-01-03,OR,Senate,0.9141,18.8,D
2026-01-03,PA,House,0.6384,107.0,D
2026-01-03,PA,Senate,0.2218,23.3,R
2026-01-03,RI,House,0.9296,58.3,D
2026-01-03,RI,Senate,0.9381,30.2,D
2026-01-03,SC,House,0.0773,42.6,R
2026-01-03,SD,House,0.0084,7.1,R
2026-01-03,SD,Senate,0.0069,4.2,R
2026-01-03,TN,House,0.0102,26.0,R
2026-01-03,TN,Senate,0.0009,6.6,R
2026-01-03,TX,House,0.2787,69.0,R
2026-01-03,TX,Senate,0.0616,12.2,R
2026-01-03,UT,House,0.0175,18.1,R
2026-01-03,UT,Senate,0.0003,6.8,R
2026-01-03,VT,House,0.9501,103.9,D
2026-01-03,VT,Senate,0.9817,21.9,D
2026-01-03,WA,House,0.9314,63.0,D
2026-01-03,WA,Senate,0.9797,29.8,D
2026-01-03,WI,Assembly,0.4823,49.4,R
2026-01-03,WI,Senate,0.7818,18.2,D
2026-01-03,WV,House of Delegates,0.0027,13.1,R
2026-01-03,WV,Senate,0.0,2.2,R
2026-01-03,WY,House,0.0041,7.6,R
2026-01-03,WY,Senate,0.0,2.6,R
2026-01-04,AK,House,0.071,16.1,Coalition
2026-01-04,AK,Senate,0.032,8.8,Coalition
2026-01-04,AL,House,0.0147,30.1,R
2026-01-04,AL,Senate,0.0069,8.9,R
2026-01-04,AR,House,0.01,23.2,R
2026-01-04,AR,Senate,0.0004,6.6,R
2026-01-04,AZ,House,0.4091,29.9,R
2026-01-04,AZ,Senate,0.477,15.6,R
2026-01-04,CA,Assembly,0.982,60.8,D
2026-01-04,CA,Senate,0.9978,30.6,D
2026-01-04,CO,House,0.9428,45.1,D
2026-01-04,CO,Senate,0.9679,23.2,D
2026-01-04,CT,House,0.9215,114.3,D
2026-01-04,CT,Senate,0.8729,26.6,D
2026-01-04,DE,House,0.9464,30.3,D
2026-01-04,DE,Senate,0.9894,15.3,D
2026-01-04,FL,House,0.1902,47.3,R
2026-01-04,FL,Senate,0.0253,13.5,R
2026-01-04,GA,House,0.3324,87.1,R
2026-01-04,GA,Senate,0.1892,25.1,R
2026-01-04,HI,House,0.9945,43.8,D
2026-01-04,HI,Senate,0.9999,21.9,D
2026-01-04,IA,House,0.198,41.0,R
2026-01-04,IA,Senate,0.0133,19.0,R
2026-01-04,ID,House,0.0027,11.1,R
2026-01-04,ID,Senate,0.0018,6.0,R
2026-01-04,IL,House,0.9619,79.7,D
2026-01-04,IL,Senate,0.993,41.8,D
2026-01-04,IN,House,0.0427,33.2,R
2026-01-04,IN,Senate,0.0045,11.9,R
2026-01-04,KS,House,0.0809,45.1,R
2026-01-04,KY,House,0.0109,22.0,R
2026-01-04,KY,Senate,0.0008,7.0,R
2026-01-04,MA,House,0.9951,136.4,D
2026-01-04,MA,Senate,0.9933,34.2,D
2026-01-04,MD,House of Delegates,0.9943,104.7,D
2026-01-04,MD,Senate,0.9919,35.3,D
2026-01-04,ME,House,0.6107,81.3,D
2026-01-04,ME,Senate,0.782,21.2,D
2026-01-04,MI,House,0.5125,56.9,D
2026-01-04,MI,Senate,0.542,20.4,D
2026-01-04,MN,House,0.6534,73.4,D
2026-01-04,MN,Senate,0.6586,36.7,D
2026-01-04,MO,House,0.0534,58.7,R
2026-01-04,MO,Senate,0.0024,11.4,R
2026-01-04,MT,House,0.118,39.3,R
2026-01-04,MT,Senate,0.024,18.8,R
2026-01-04,NC,House,0.3191,56.4,R
2026-01-04,NC,Senate,0.2447,22.7,R
2026-01-04,ND,House,0.0,10.3,R
2026-01-04,ND,Senate,0.0,6.1,R
2026-01-04,NE,Legislature,0.0083,17.5,R
2026-01-04,NH,House,0.5597,209.4,D
2026-01-04,NH,Senate,0.3168,10.9,R
2026-01-04,NM,House,0.9145,44.5,D
2026-01-04,NV,Assembly,0.8265,26.8,D
2026-01-04,NV,Senate,0.8983,12.6,D
2026-01-04,NY,Assembly,0.959,104.9,D
2026-01-04,NY,Senate,0.9355,43.1,D
2026-01-04,OH,House,0.1387,38.8,R
2026-01-04,OH,Senate,0.0147,11.0,R
2026-01-04,OK,House,0.0058,19.9,R
2026-01-04,OK,Senate,0.0,8.5,R
2026-01-04,OR,House,0.8887,37.8,D
2026-01-04,OR,Senate,0.9134,18.8,D
2026-01-04,PA,House,0.6374,107.0,D
2026-01-04,PA,Senate,0.2204,23.3,R
2026-01-04,RI,House,0.9289,58.2,D
2026-01-04,RI,Senate,0.9373,30.1,D
2026-01-04,SC,House,0.0761,42.5,R
2026-01-04,SD,House,0.0083,7.0,R
2026-01-04,SD,Senate,0.0069,4.2,R
2026-01-04,TN,House,0.0099,25.9,R
2026-01-04,TN,Senate,0.0009,6.6,R
2026-01-04,TX,House,0.2769,68.9,R
2026-01-04,TX,Senate,0.0609,12.2,R
2026-01-04,UT,House,0.0172,18.1,R
2026-01-04,UT,Senate,0.0003,6.8,R
2026-01-04,VT,House,0.9497,103.8,D
2026-01-04,VT,Senate,0.9817,21.9,D
2026-01-04,WA,House,0.9309,63.0,D
2026-01-04,WA,Senate,0.9796,29.8,D
2026-01-04,WI,Assembly,0.479,49.4,R
2026-01-04,WI,Senate,0.7811,18.2,D
2026-01-04,WV,House of Delegates,0.0024,13.1,R
2026-01-04,WV,Senate,0.0,2.2,R
2026-01-04,WY,House,0.0041,7.6,R
2026-01-04,WY,Senate,0.0,2.5,R
2026-01-05,AK,House,0.0709,16.1,Coalition
2026-01-05,AK,Senate,0.0319,8.8,Coalition
2026-01-05,AL,House,0.0147,30.1,R
2026-01-05,AL,Senate,0.0069,8.9,R
2026-01-05,AR,House,0.0101,23.3,R
2026-01-05,AR,Senate,0.0004,6.6,R
2026-01-05,AZ,House,0.4097,29.9,R
2026-01-05,AZ,Senate,0.4779,15.6,R
2026-01-05,CA,Assembly,0.9822,60.8,D
2026-01-05,CA,Senate,0.9978,30.6,D
2026-01-05,CO,House,0.9433,45.1,D
2026-01-05,CO,Senate,0.9679,23.2,D
2026-01-05,CT,House,0.9222,114.4,D
2026-01-05,CT,Senate,0.8737,26.6,D
2026-01-05,DE,House,0.9468,30.4,D
2026-01-05,DE,Senate,0.9895,15.3,D
2026-01-05,FL,House,0.1908,47.4,R
2026-01-05,FL,Senate,0.0256,13.5,R
2026-01-05,GA,House,0.3328,87.1,R
2026-01-05,GA,Senate,0.19,25.1,R
2026-01-05,HI,House,0.9945,43.8,D
2026-01-05,HI,Senate,0.9999,21.9,D
2026-01-05,IA,House,0.1987,41.0,R
2026-01-05,IA,Senate,0.0133,19.0,R
2026-01-05,ID,House,0.0027,11.1,R
2026-01-05,ID,Senate,0.0018,6.0,R
2026-01-05,IL,House,0.9621,79.8,D
2026-01-05,IL,Senate,0.9931,41.9,D
2026-01-05,IN,House,0.0427,33.2,R
2026-01-05,IN,Senate,0.0045,11.9,R
2026-01-05,KS,House,0.0812,45.1,R
2026-01-05,KY,House,0.0109,22.0,R
2026-01-05,KY,Senate,0.0008,7.0,R
2026-01-05,MA,House,0.9951,136.4,D
2026-01-05,MA,Senate,0.9933,34.2,D
2026-01-05,MD,House of Delegates,0.9943,104.8,D
2026-01-05,MD,Senate,0.9919,35.3,D
2026-01-05,ME,House,0.6109,81.3,D
2026-01-05,ME,Senate,0.7829,21.2,D
2026-01-05,MI,House,0.5133,56.9,D
2026-01-05,MI,Senate,0.5432,20.4,D
2026-01-05,MN,House,0.6549,73.5,D
2026-01-05,MN,Senate,0.6604,36.7,D
2026-01-05,MO,House,0.0533,58.7,R
2026-01-05,MO,Senate,0.0024,11.4,R
2026-01-05,MT,House,0.1188,39.3,R
2026-01-05,MT,Senate,0.0241,18.9,R
2026-01-05,NC,House,0.3197,56.5,R
2026-01-05,NC,Senate,0.2453,22.7,R
2026-01-05,ND,House,0.0,10.3,R
2026-01-05,ND,Senate,0.0,6.1,R
2026-01-05,NE,Legislature,0.0078,17.4,R
2026-01-05,NH,House,0.5609,209.5,D
2026-01-05,NH,Senate,0.318,10.9,R
2026-01-05,NM,House,0.9156,44.5,D
2026-01-05,NV,Assembly,0.8275,26.8,D
2026-01-05,NV,Senate,0.8988,12.6,D
2026-01-05,NY,Assembly,0.9591,105.0,D
2026-01-05,NY,Senate,0.9366,43.1,D
2026-01-05,OH,House,0.1387,38.8,R
2026-01-05,OH,Senate,0.0148,11.0,R
2026-01-05,OK,House,0.0058,19.9,R
2026-01-05,OK,Senate,0.0,8.5,R
2026-01-05,OR,House,0.8895,37.8,D
2026-01-05,OR,Senate,0.9139,18.8,D
2026-01-05,PA,House,0.6376,107.0,D
2026-01-05,PA,Senate,0.2207,23.3,R
2026-01-05,RI,House,0.9296,58.3,D
2026-01-05,RI,Senate,0.9381,30.2,D
2026-01-05,SC,House,0.0762,42.5,R
2026-01-05,SD,House,0.0084,7.0,R
2026-01-05,SD,Senate,0.0069,4.2,R
2026-01-05,TN,House,0.0099,25.9,R
2026-01-05,TN,Senate,0.0009,6.6,R
2026-01-05,TX,House,0.2773,68.9,R
2026-01-05,TX,Senate,0.0609,12.2,R
2026-01-05,UT,House,0.0172,18.1,R
2026-01-05,UT,Senate,0.0003,6.8,R
2026-01-05,VT,House,0.9504,103.9,D
2026-01-05,VT,Senate,0.9817,21.9,D
2026-01-05,WA,House,0.9314,63.0,D
2026-01-05,WA,Senate,0.9797,29.8,D
2026-01-05,WI,Assembly,0.4804,49.4,R
2026-01-05,WI,Senate,0.7816,18.2,D
2026-01-05,WV,House of Delegates,0.0024,13.1,R
2026-01-05,WV,Senate,0.0,2.2,R
2026-01-05,WY,House,0.0041,7.6,R
2026-01-05,WY,Senate,0.0,2.5,R
2026-01-06,AK,House,0.0708,16.1,Coalition
2026-01-06,AK,Senate,0.0315,8.8,Coalition
2026-01-06,AL,House,0.0147,30.1,R
2026-01-06,AL,Senate,0.0069,8.9,R
2026-01-06,AR,House,0.01,23.2,R
2026-01-06,AR,Senate,0.0004,6.6,R
2026-01-06,AZ,House,0.4092,29.9,R
2026-01-06,AZ,Senate,0.4776,15.6,R
2026-01-06,CA,Assembly,0.9824,60.8,D
2026-01-06,CA,Senate,0.9978,30.6,D
2026-01-06,CO,House,0.9435,45.1,D
2026-01-06,CO,Senate,0.968,23.2,D
2026-01-06,CT,House,0.9223,114.4,D
2026-01-06,CT,Senate,0.8737,26.6,D
2026-01-06,DE,House,0.947,30.4,D
2026-01-06,DE,Senate,0.9895,15.3,D
2026-01-06,FL,House,0.1907,47.4,R
2026-01-06,FL,Senate,0.0252,13.5,R
2026-01-06,GA,House,0.3328,87.1,R
2026-01-06,GA,Senate,0.1894,25.1,R
2026-01-06,HI,House,0.9945,43.8,D
2026-01-06,HI,Senate,0.9999,21.9,D
2026-01-06,IA,House,0.1984,41.0,R
2026-01-06,IA,Senate,0.0133,19.0,R
2026-01-06,ID,House,0.0027,11.1,R
2026-01-06,ID,Senate,0.0017,6.0,R
2026-01-06,IL,House,0.9622,79.8,D
2026-01-06,IL,Senate,0.9933,41.9,D
2026-01-06,IN,House,0.0427,33.2,R
2026-01-06,IN,Senate,0.0043,11.9,R
2026-01-06,KS,House,0.0809,45.1,R
2026-01-06,KY,House,0.0109,22.0,R
2026-01-06,KY,Senate,0.0008,7.0,R
2026-01-06,MA,House,0.9951,136.4,D
2026-01-06,MA,Senate,0.9933,34.2,D
2026-01-06,MD,House of Delegates,0.9942,104.5,D
2026-01-06,MD,Senate,0.9918,35.2,D
2026-01-06,ME,House,0.6101,81.3,D
2026-01-06,ME,Senate,0.7825,21.2,D
2026-01-06,MI,House,0.5146,57.0,D
2026-01-06,MI,Senate,0.5448,20.4,D
2026-01-06,MN,House,0.6548,73.5,D
2026-01-06,MN,Senate,0.6604,36.7,D
2026-01-06,MO,House,0.0533,58.7,R
2026-01-06,MO,Senate,0.0024,11.4,R
2026-01-06,MT,House,0.1196,39.4,R
2026-01-06,MT,Senate,0.0241,18.9,R
2026-01-06,NC,House,0.3194,56.5,R
2026-01-06,NC,Senate,0.2445,22.7,R
2026-01-06,ND,House,0.0,10.3,R
2026-01-06,ND,Senate,0.0,6.1,R
2026-01-06,NE,Legislature,0.0084,17.5,R
2026-01-06,NH,House,0.5609,209.5,D
2026-01-06,NH,Senate,0.3172,10.9,R
2026-01-06,NM,House,0.9157,44.5,D
2026-01-06,NV,Assembly,0.828,26.8,D
2026-01-06,NV,Senate,0.8992,12.6,D
2026-01-06,NY,Assembly,0.9591,105.0,D
2026-01-06,NY,Senate,0.9366,43.1,D
2026-01-06,OH,House,0.1384,38.8,R
2026-01-06,OH,Senate,0.0147,11.0,R
2026-01-06,OK,House,0.0058,19.9,R
2026-01-06,OK,Senate,0.0,8.5,R
2026-01-06,OR,House,0.8897,37.8,D
2026-01-06,OR,Senate,0.9145,18.8,D
2026-01-06,PA,House,0.6377,107.0,D
2026-01-06,PA,Senate,0.2206,23.3,R
2026-01-06,RI,House,0.9297,58.3,D
2026-01-06,RI,Senate,0.9386,30.2,D
2026-01-06,SC,House,0.0758,42.5,R
2026-01-06,SD,House,0.0083,7.0,R
2026-01-06,SD,Senate,0.0069,4.2,R
2026-01-06,TN,House,0.0099,25.9,R
2026-01-06,TN,Senate,0.0009,6.6,R
2026-01-06,TX,House,0.2767,68.9,R
2026-01-06,TX,Senate,0.0608,12.2,R
2026-01-06,UT,House,0.0171,18.1,R
2026-01-06,UT,Senate,0.0003,6.8,R
2026-01-06,VT,House,0.9504,103.9,D
2026-01-06,VT,Senate,0.9817,21.9,D
2026-01-06,WA,House,0.9314,63.0,D
2026-01-06,WA,Senate,0.9797,29.8,D
2026-01-06,WI,Assembly,0.4798,49.4,R
2026-01-06,WI,Senate,0.7819,18.2,D
2026-01-06,WV,House of Delegates,0.0024,13.1,R
2026-01-06,WV,Senate,0.0,2.2,R
2026-01-06,WY,House,0.0041,7.6,R
2026-01-06,WY,Senate,0.0,2.5,R
2026-01-07,AK,House,0.0707,16.1,Coalition
2026-01-07,AK,Senate,0.0315,8.8,Coalition
2026-01-07,AL,House,0.0147,30.1,R
2026-01-07,AL,Senate,0.0069,8.9,R
2026-01-07,AR,House,0.0099,23.2,R
2026-01-07,AR,Senate,0.0004,6.6,R
2026-01-07,AZ,House,0.4089,29.9,R
2026-01-07,AZ,Senate,0.4774,15.6,R
2026-01-07,CA,Assembly,0.9824,60.8,D
2026-01-07,CA,Senate,0.9978,30.6,D
2026-01-07,CO,House,0.9435,45.1,D
2026-01-07,CO,Senate,0.9681,23.2,D
2026-01-07,CT,House,0.9224,114.5,D
2026-01-07,CT,Senate,0.874,26.6,D
2026-01-07,DE,House,0.9471,30.4,D
2026-01-07,DE,Senate,0.9896,15.3,D
2026-01-07,FL,House,0.1903,47.4,R
2026-01-07,FL,Senate,0.0251,13.5,R
2026-01-07,GA,House,0.3328,87.1,R
2026-01-07,GA,Senate,0.1891,25.1,R
2026-01-07,HI,House,0.9946,43.8,D
2026-01-07,HI,Senate,0.9999,21.9,D
2026-01-07,IA,House,0.1983,41.0,R
2026-01-07,IA,Senate,0.0133,19.0,R
2026-01-07,ID,House,0.0026,11.1,R
2026-01-07,ID,Senate,0.0017,6.0,R
2026-01-07,IL,House,0.9627,79.8,D
2026-01-07,IL,Senate,0.9933,41.9,D
2026-01-07,IN,House,0.0424,33.2,R
2026-01-07,IN,Senate,0.0043,11.9,R
2026-01-07,KS,House,0.0808,45.1,R
2026-01-07,KY,House,0.0109,22.0,R
2026-01-07,KY,Senate,0.0008,7.0,R
2026-01-07,MA,House,0.9951,136.4,D
2026-01-07,MA,Senate,0.9933,34.2,D
2026-01-07,MD,House of Delegates,0.9942,104.5,D
2026-01-07,MD,Senate,0.9918,35.2,D
2026-01-07,ME,House,0.6123,81.4,D
2026-01-07,ME,Senate,0.7838,21.2,D
2026-01-07,MI,House,0.5147,57.0,D
2026-01-07,MI,Senate,0.5446,20.4,D
2026-01-07,MN,House,0.6551,73.5,D
2026-01-07,MN,Senate,0.6607,36.7,D
2026-01-07,MO,House,0.0531,58.7,R
2026-01-07,MO,Senate,0.0024,11.4,R
2026-01-07,MT,House,0.1196,39.4,R
2026-01-07,MT,Senate,0.0241,18.9,R
2026-01-07,NC,House,0.3149,56.3,R
